"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Families Receiving Food Stamp/SNAP Benefits","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Census Tract","06075012601","CA","06075012601","=""06075012601""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075012602","CA","06075012602","=""06075012602""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075012700","CA","06075012700","=""06075012700""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075012801","CA","06075012801","=""06075012801""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075012802","CA","06075012802","=""06075012802""","4.98","2017-2021","2020","Census","California (State)"
"Census Tract","06075012901","CA","06075012901","=""06075012901""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075012902","CA","06075012902","=""06075012902""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075013001","CA","06075013001","=""06075013001""","12.88","2017-2021","2020","Census","California (State)"
"Census Tract","06075013002","CA","06075013002","=""06075013002""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075013101","CA","06075013101","=""06075013101""","4.43","2017-2021","2020","Census","California (State)"
"Census Tract","06075013102","CA","06075013102","=""06075013102""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075013200","CA","06075013200","=""06075013200""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075013300","CA","06075013300","=""06075013300""","3.34","2017-2021","2020","Census","California (State)"
"Census Tract","06075013401","CA","06075013401","=""06075013401""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075013402","CA","06075013402","=""06075013402""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075013500","CA","06075013500","=""06075013500""","2.31","2017-2021","2020","Census","California (State)"
"Census Tract","06075015100","CA","06075015100","=""06075015100""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075015201","CA","06075015201","=""06075015201""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075015202","CA","06075015202","=""06075015202""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075015300","CA","06075015300","=""06075015300""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075015401","CA","06075015401","=""06075015401""","0.94","2017-2021","2020","Census","California (State)"
"Census Tract","06075015402","CA","06075015402","=""06075015402""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075015500","CA","06075015500","=""06075015500""","6.87","2017-2021","2020","Census","California (State)"
"Census Tract","06075015600","CA","06075015600","=""06075015600""","3.96","2017-2021","2020","Census","California (State)"
"Census Tract","06075015701","CA","06075015701","=""06075015701""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075015702","CA","06075015702","=""06075015702""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075015801","CA","06075015801","=""06075015801""","16.38","2017-2021","2020","Census","California (State)"
"Census Tract","06075015802","CA","06075015802","=""06075015802""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075015900","CA","06075015900","=""06075015900""","17.98","2017-2021","2020","Census","California (State)"
"Census Tract","06075016000","CA","06075016000","=""06075016000""","3.87","2017-2021","2020","Census","California (State)"
"Census Tract","06075016101","CA","06075016101","=""06075016101""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075016102","CA","06075016102","=""06075016102""","43.04","2017-2021","2020","Census","California (State)"
"Census Tract","06075016200","CA","06075016200","=""06075016200""","1.82","2017-2021","2020","Census","California (State)"
"Census Tract","06075016300","CA","06075016300","=""06075016300""","3.66","2017-2021","2020","Census","California (State)"
"Census Tract","06075016400","CA","06075016400","=""06075016400""","2.71","2017-2021","2020","Census","California (State)"
"Census Tract","06075016500","CA","06075016500","=""06075016500""","4.80","2017-2021","2020","Census","California (State)"
"Census Tract","06075016601","CA","06075016601","=""06075016601""","1.80","2017-2021","2020","Census","California (State)"
"Census Tract","06075016602","CA","06075016602","=""06075016602""","8.84","2017-2021","2020","Census","California (State)"
"Census Tract","06075016700","CA","06075016700","=""06075016700""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075016801","CA","06075016801","=""06075016801""","1.85","2017-2021","2020","Census","California (State)"
"Census Tract","06075016802","CA","06075016802","=""06075016802""","7.34","2017-2021","2020","Census","California (State)"
"Census Tract","06075016900","CA","06075016900","=""06075016900""","3.33","2017-2021","2020","Census","California (State)"
"Census Tract","06075017000","CA","06075017000","=""06075017000""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075017101","CA","06075017101","=""06075017101""","1.01","2017-2021","2020","Census","California (State)"
"Census Tract","06075017102","CA","06075017102","=""06075017102""","2.04","2017-2021","2020","Census","California (State)"
"Census Tract","06075017602","CA","06075017602","=""06075017602""","14.48","2017-2021","2020","Census","California (State)"
"Census Tract","06075017603","CA","06075017603","=""06075017603""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075017604","CA","06075017604","=""06075017604""","36.92","2017-2021","2020","Census","California (State)"
"Census Tract","06075017700","CA","06075017700","=""06075017700""","4.84","2017-2021","2020","Census","California (State)"
"Census Tract","06075017801","CA","06075017801","=""06075017801""","14.73","2017-2021","2020","Census","California (State)"
"Census Tract","06075017803","CA","06075017803","=""06075017803""","4.95","2017-2021","2020","Census","California (State)"
"Census Tract","06075017804","CA","06075017804","=""06075017804""","9.36","2017-2021","2020","Census","California (State)"
"Census Tract","06075017903","CA","06075017903","=""06075017903""","32.90","2017-2021","2020","Census","California (State)"
"Census Tract","06075018000","CA","06075018000","=""06075018000""","4.70","2017-2021","2020","Census","California (State)"
"Census Tract","06075020101","CA","06075020101","=""06075020101""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075020102","CA","06075020102","=""06075020102""","13.95","2017-2021","2020","Census","California (State)"
"Census Tract","06075020201","CA","06075020201","=""06075020201""","10.24","2017-2021","2020","Census","California (State)"
"Census Tract","06075020202","CA","06075020202","=""06075020202""","20.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075020300","CA","06075020300","=""06075020300""","4.48","2017-2021","2020","Census","California (State)"
"Census Tract","06075020401","CA","06075020401","=""06075020401""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075020402","CA","06075020402","=""06075020402""","8.65","2017-2021","2020","Census","California (State)"
"Census Tract","06075020500","CA","06075020500","=""06075020500""","4.86","2017-2021","2020","Census","California (State)"
"Census Tract","06075020601","CA","06075020601","=""06075020601""","7.29","2017-2021","2020","Census","California (State)"
"Census Tract","06075020602","CA","06075020602","=""06075020602""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075020701","CA","06075020701","=""06075020701""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075020702","CA","06075020702","=""06075020702""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075020801","CA","06075020801","=""06075020801""","17.81","2017-2021","2020","Census","California (State)"
"Census Tract","06075020802","CA","06075020802","=""06075020802""","16.32","2017-2021","2020","Census","California (State)"
"Census Tract","06075020900","CA","06075020900","=""06075020900""","8.76","2017-2021","2020","Census","California (State)"
"Census Tract","06075021000","CA","06075021000","=""06075021000""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075021100","CA","06075021100","=""06075021100""","1.01","2017-2021","2020","Census","California (State)"
"Census Tract","06075021200","CA","06075021200","=""06075021200""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075021300","CA","06075021300","=""06075021300""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075021400","CA","06075021400","=""06075021400""","1.42","2017-2021","2020","Census","California (State)"
"Census Tract","06075021500","CA","06075021500","=""06075021500""","1.55","2017-2021","2020","Census","California (State)"
"Census Tract","06075021600","CA","06075021600","=""06075021600""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075021700","CA","06075021700","=""06075021700""","7.94","2017-2021","2020","Census","California (State)"
"Census Tract","06075021800","CA","06075021800","=""06075021800""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075022600","CA","06075022600","=""06075022600""","0.81","2017-2021","2020","Census","California (State)"
"Census Tract","06075022702","CA","06075022702","=""06075022702""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075022704","CA","06075022704","=""06075022704""","0.83","2017-2021","2020","Census","California (State)"
"Census Tract","06075022801","CA","06075022801","=""06075022801""","12.94","2017-2021","2020","Census","California (State)"
"Census Tract","06075022802","CA","06075022802","=""06075022802""","6.72","2017-2021","2020","Census","California (State)"
"Census Tract","06075022803","CA","06075022803","=""06075022803""","4.33","2017-2021","2020","Census","California (State)"
"Census Tract","06075022901","CA","06075022901","=""06075022901""","9.45","2017-2021","2020","Census","California (State)"
"Census Tract","06075022902","CA","06075022902","=""06075022902""","11.26","2017-2021","2020","Census","California (State)"
"Census Tract","06075022903","CA","06075022903","=""06075022903""","20.09","2017-2021","2020","Census","California (State)"
"Census Tract","06075023001","CA","06075023001","=""06075023001""","20.48","2017-2021","2020","Census","California (State)"
"Census Tract","06075023003","CA","06075023003","=""06075023003""","14.63","2017-2021","2020","Census","California (State)"
"Census Tract","06075023102","CA","06075023102","=""06075023102""","38.67","2017-2021","2020","Census","California (State)"
"Census Tract","06075023103","CA","06075023103","=""06075023103""","42.77","2017-2021","2020","Census","California (State)"
"Census Tract","06075023200","CA","06075023200","=""06075023200""","16.91","2017-2021","2020","Census","California (State)"
"Census Tract","06075023300","CA","06075023300","=""06075023300""","28.76","2017-2021","2020","Census","California (State)"
"Census Tract","06075023400","CA","06075023400","=""06075023400""","13.03","2017-2021","2020","Census","California (State)"
"Census Tract","06075025100","CA","06075025100","=""06075025100""","13.47","2017-2021","2020","Census","California (State)"
"Census Tract","06075025200","CA","06075025200","=""06075025200""","3.29","2017-2021","2020","Census","California (State)"
"Census Tract","06075025300","CA","06075025300","=""06075025300""","1.12","2017-2021","2020","Census","California (State)"
"Census Tract","06075025401","CA","06075025401","=""06075025401""","7.02","2017-2021","2020","Census","California (State)"
"Census Tract","06075025402","CA","06075025402","=""06075025402""","6.52","2017-2021","2020","Census","California (State)"
"Census Tract","06075025403","CA","06075025403","=""06075025403""","2.96","2017-2021","2020","Census","California (State)"
"Census Tract","06075025501","CA","06075025501","=""06075025501""","6.46","2017-2021","2020","Census","California (State)"
"Census Tract","06075025502","CA","06075025502","=""06075025502""","7.46","2017-2021","2020","Census","California (State)"
"Census Tract","06075025600","CA","06075025600","=""06075025600""","4.12","2017-2021","2020","Census","California (State)"
"Census Tract","06075025701","CA","06075025701","=""06075025701""","5.92","2017-2021","2020","Census","California (State)"
"Census Tract","06075025702","CA","06075025702","=""06075025702""","9.35","2017-2021","2020","Census","California (State)"
"Census Tract","06075025800","CA","06075025800","=""06075025800""","15.37","2017-2021","2020","Census","California (State)"
"Census Tract","06075025900","CA","06075025900","=""06075025900""","6.09","2017-2021","2020","Census","California (State)"
"Census Tract","06075026001","CA","06075026001","=""06075026001""","10.96","2017-2021","2020","Census","California (State)"
"Census Tract","06075026002","CA","06075026002","=""06075026002""","9.85","2017-2021","2020","Census","California (State)"
"Census Tract","06075026003","CA","06075026003","=""06075026003""","9.95","2017-2021","2020","Census","California (State)"
"Census Tract","06075026004","CA","06075026004","=""06075026004""","10.90","2017-2021","2020","Census","California (State)"
"Census Tract","06075026100","CA","06075026100","=""06075026100""","7.20","2017-2021","2020","Census","California (State)"
"Census Tract","06075026201","CA","06075026201","=""06075026201""","8.10","2017-2021","2020","Census","California (State)"
"Census Tract","06075026202","CA","06075026202","=""06075026202""","15.10","2017-2021","2020","Census","California (State)"
"Census Tract","06075026301","CA","06075026301","=""06075026301""","9.20","2017-2021","2020","Census","California (State)"
"Census Tract","06075026302","CA","06075026302","=""06075026302""","11.21","2017-2021","2020","Census","California (State)"
"Census Tract","06075026303","CA","06075026303","=""06075026303""","8.47","2017-2021","2020","Census","California (State)"
"Census Tract","06075026401","CA","06075026401","=""06075026401""","10.60","2017-2021","2020","Census","California (State)"
"Census Tract","06075026402","CA","06075026402","=""06075026402""","11.16","2017-2021","2020","Census","California (State)"
"Census Tract","06075026403","CA","06075026403","=""06075026403""","10.07","2017-2021","2020","Census","California (State)"
"Census Tract","06075026404","CA","06075026404","=""06075026404""","8.76","2017-2021","2020","Census","California (State)"
"Census Tract","06075030101","CA","06075030101","=""06075030101""","1.81","2017-2021","2020","Census","California (State)"
"Census Tract","06075030102","CA","06075030102","=""06075030102""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075030201","CA","06075030201","=""06075030201""","14.05","2017-2021","2020","Census","California (State)"
"Census Tract","06075030202","CA","06075030202","=""06075030202""","15.36","2017-2021","2020","Census","California (State)"
"Census Tract","06075030301","CA","06075030301","=""06075030301""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075030302","CA","06075030302","=""06075030302""","1.40","2017-2021","2020","Census","California (State)"
"Census Tract","06075030400","CA","06075030400","=""06075030400""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075030500","CA","06075030500","=""06075030500""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075030600","CA","06075030600","=""06075030600""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075030700","CA","06075030700","=""06075030700""","1.94","2017-2021","2020","Census","California (State)"
"Census Tract","06075030800","CA","06075030800","=""06075030800""","1.20","2017-2021","2020","Census","California (State)"
"Census Tract","06075030900","CA","06075030900","=""06075030900""","1.70","2017-2021","2020","Census","California (State)"
"Census Tract","06075031000","CA","06075031000","=""06075031000""","9.77","2017-2021","2020","Census","California (State)"
"Census Tract","06075031100","CA","06075031100","=""06075031100""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075031201","CA","06075031201","=""06075031201""","13.93","2017-2021","2020","Census","California (State)"
"Census Tract","06075031202","CA","06075031202","=""06075031202""","11.61","2017-2021","2020","Census","California (State)"
"Census Tract","06075031301","CA","06075031301","=""06075031301""","5.67","2017-2021","2020","Census","California (State)"
"Census Tract","06075031302","CA","06075031302","=""06075031302""","9.21","2017-2021","2020","Census","California (State)"
"Census Tract","06075031401","CA","06075031401","=""06075031401""","23.44","2017-2021","2020","Census","California (State)"
"Census Tract","06075031402","CA","06075031402","=""06075031402""","14.50","2017-2021","2020","Census","California (State)"
"Census Tract","06075032601","CA","06075032601","=""06075032601""","4.26","2017-2021","2020","Census","California (State)"
"Census Tract","06075032602","CA","06075032602","=""06075032602""","1.65","2017-2021","2020","Census","California (State)"
"Census Tract","06075032700","CA","06075032700","=""06075032700""","0.89","2017-2021","2020","Census","California (State)"
"Census Tract","06075032801","CA","06075032801","=""06075032801""","16.85","2017-2021","2020","Census","California (State)"
"Census Tract","06075032802","CA","06075032802","=""06075032802""","7.31","2017-2021","2020","Census","California (State)"
"Census Tract","06075032901","CA","06075032901","=""06075032901""","3.53","2017-2021","2020","Census","California (State)"
"Census Tract","06075032902","CA","06075032902","=""06075032902""","1.89","2017-2021","2020","Census","California (State)"
"Census Tract","06075033001","CA","06075033001","=""06075033001""","1.72","2017-2021","2020","Census","California (State)"
"Census Tract","06075033002","CA","06075033002","=""06075033002""","3.55","2017-2021","2020","Census","California (State)"
"Census Tract","06075033100","CA","06075033100","=""06075033100""","0.76","2017-2021","2020","Census","California (State)"
"Census Tract","06075033201","CA","06075033201","=""06075033201""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075033203","CA","06075033203","=""06075033203""","16.29","2017-2021","2020","Census","California (State)"
"Census Tract","06075033204","CA","06075033204","=""06075033204""","5.25","2017-2021","2020","Census","California (State)"
"Census Tract","06075035101","CA","06075035101","=""06075035101""","17.88","2017-2021","2020","Census","California (State)"
"Census Tract","06075035102","CA","06075035102","=""06075035102""","3.56","2017-2021","2020","Census","California (State)"
"Census Tract","06075035201","CA","06075035201","=""06075035201""","5.19","2017-2021","2020","Census","California (State)"
"Census Tract","06075035202","CA","06075035202","=""06075035202""","5.42","2017-2021","2020","Census","California (State)"
"Census Tract","06075035300","CA","06075035300","=""06075035300""","12.10","2017-2021","2020","Census","California (State)"
"Census Tract","06075035400","CA","06075035400","=""06075035400""","4.53","2017-2021","2020","Census","California (State)"
"Census Tract","06075040100","CA","06075040100","=""06075040100""","2.84","2017-2021","2020","Census","California (State)"
"Census Tract","06075040200","CA","06075040200","=""06075040200""","4.01","2017-2021","2020","Census","California (State)"
"Census Tract","06075042601","CA","06075042601","=""06075042601""","9.10","2017-2021","2020","Census","California (State)"
"Census Tract","06075042602","CA","06075042602","=""06075042602""","1.69","2017-2021","2020","Census","California (State)"
"Census Tract","06075042700","CA","06075042700","=""06075042700""","9.52","2017-2021","2020","Census","California (State)"
"Census Tract","06075042800","CA","06075042800","=""06075042800""","2.43","2017-2021","2020","Census","California (State)"
"Census Tract","06075045100","CA","06075045100","=""06075045100""","4.38","2017-2021","2020","Census","California (State)"
"Census Tract","06075045201","CA","06075045201","=""06075045201""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075045202","CA","06075045202","=""06075045202""","1.99","2017-2021","2020","Census","California (State)"
"Census Tract","06075047600","CA","06075047600","=""06075047600""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075047701","CA","06075047701","=""06075047701""","2.14","2017-2021","2020","Census","California (State)"
"Census Tract","06075047702","CA","06075047702","=""06075047702""","5.09","2017-2021","2020","Census","California (State)"
"Census Tract","06075047801","CA","06075047801","=""06075047801""","4.52","2017-2021","2020","Census","California (State)"
"Census Tract","06075047802","CA","06075047802","=""06075047802""","8.51","2017-2021","2020","Census","California (State)"
"Census Tract","06075047902","CA","06075047902","=""06075047902""","1.10","2017-2021","2020","Census","California (State)"
"Census Tract","06075047903","CA","06075047903","=""06075047903""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075047904","CA","06075047904","=""06075047904""","10.34","2017-2021","2020","Census","California (State)"
"Census Tract","06075060100","CA","06075060100","=""06075060100""","8.09","2017-2021","2020","Census","California (State)"
"Census Tract","06075060400","CA","06075060400","=""06075060400""","8.67","2017-2021","2020","Census","California (State)"
"Census Tract","06075060502","CA","06075060502","=""06075060502""","30.39","2017-2021","2020","Census","California (State)"
"Census Tract","06075060701","CA","06075060701","=""06075060701""","2.23","2017-2021","2020","Census","California (State)"
"Census Tract","06075060702","CA","06075060702","=""06075060702""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075060703","CA","06075060703","=""06075060703""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075061000","CA","06075061000","=""06075061000""","9.04","2017-2021","2020","Census","California (State)"
"Census Tract","06075061101","CA","06075061101","=""06075061101""","15.30","2017-2021","2020","Census","California (State)"
"Census Tract","06075061102","CA","06075061102","=""06075061102""","31.05","2017-2021","2020","Census","California (State)"
"Census Tract","06075061200","CA","06075061200","=""06075061200""","20.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075061401","CA","06075061401","=""06075061401""","14.29","2017-2021","2020","Census","California (State)"
"Census Tract","06075061402","CA","06075061402","=""06075061402""","7.82","2017-2021","2020","Census","California (State)"
"Census Tract","06075061501","CA","06075061501","=""06075061501""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075061502","CA","06075061502","=""06075061502""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075061503","CA","06075061503","=""06075061503""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075061504","CA","06075061504","=""06075061504""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075061505","CA","06075061505","=""06075061505""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075061506","CA","06075061506","=""06075061506""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075061507","CA","06075061507","=""06075061507""","31.06","2017-2021","2020","Census","California (State)"
"Census Tract","06075061508","CA","06075061508","=""06075061508""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06075980200","CA","06075980200","=""06075980200""","N/A","2017-2021","2020","Census","California (State)"
"Census Tract","06075980300","CA","06075980300","=""06075980300""","N/A","2017-2021","2020","Census","California (State)"
"Census Tract","06075980401","CA","06075980401","=""06075980401""","N/A","2017-2021","2020","Census","California (State)"
"Census Tract","06075980501","CA","06075980501","=""06075980501""","N/A","2017-2021","2020","Census","California (State)"
"Census Tract","06075980600","CA","06075980600","=""06075980600""","10.30","2017-2021","2020","Census","California (State)"
"Census Tract","06075980900","CA","06075980900","=""06075980900""","8.47","2017-2021","2020","Census","California (State)"
"Census Tract","06075990100","CA","06075990100","=""06075990100""","N/A","2017-2021","2020","Census","California (State)"
"Census Tract","06075990200","CA","06075990200","=""06075990200""","N/A","2017-2021","2020","Census","California (State)"
"Census Tract","06077000101","CA","06077000101","=""06077000101""","64.93","2017-2021","2020","Census","California (State)"
"Census Tract","06077000102","CA","06077000102","=""06077000102""","49.60","2017-2021","2020","Census","California (State)"
"Census Tract","06077000300","CA","06077000300","=""06077000300""","47.46","2017-2021","2020","Census","California (State)"
"Census Tract","06077000401","CA","06077000401","=""06077000401""","20.88","2017-2021","2020","Census","California (State)"
"Census Tract","06077000402","CA","06077000402","=""06077000402""","52.15","2017-2021","2020","Census","California (State)"
"Census Tract","06077000500","CA","06077000500","=""06077000500""","43.20","2017-2021","2020","Census","California (State)"
"Census Tract","06077000600","CA","06077000600","=""06077000600""","63.66","2017-2021","2020","Census","California (State)"
"Census Tract","06077000700","CA","06077000700","=""06077000700""","34.88","2017-2021","2020","Census","California (State)"
"Census Tract","06077000802","CA","06077000802","=""06077000802""","55.56","2017-2021","2020","Census","California (State)"
"Census Tract","06077000803","CA","06077000803","=""06077000803""","29.50","2017-2021","2020","Census","California (State)"
"Census Tract","06077000900","CA","06077000900","=""06077000900""","45.19","2017-2021","2020","Census","California (State)"
"Census Tract","06077001000","CA","06077001000","=""06077001000""","26.91","2017-2021","2020","Census","California (State)"
"Census Tract","06077001101","CA","06077001101","=""06077001101""","17.94","2017-2021","2020","Census","California (State)"
"Census Tract","06077001102","CA","06077001102","=""06077001102""","35.17","2017-2021","2020","Census","California (State)"
"Census Tract","06077001200","CA","06077001200","=""06077001200""","4.36","2017-2021","2020","Census","California (State)"
"Census Tract","06077001300","CA","06077001300","=""06077001300""","23.52","2017-2021","2020","Census","California (State)"
"Census Tract","06077001400","CA","06077001400","=""06077001400""","30.94","2017-2021","2020","Census","California (State)"
"Census Tract","06077001501","CA","06077001501","=""06077001501""","54.41","2017-2021","2020","Census","California (State)"
"Census Tract","06077001502","CA","06077001502","=""06077001502""","31.48","2017-2021","2020","Census","California (State)"
"Census Tract","06077001600","CA","06077001600","=""06077001600""","52.88","2017-2021","2020","Census","California (State)"
"Census Tract","06077001700","CA","06077001700","=""06077001700""","48.24","2017-2021","2020","Census","California (State)"
"Census Tract","06077001800","CA","06077001800","=""06077001800""","57.60","2017-2021","2020","Census","California (State)"
"Census Tract","06077001900","CA","06077001900","=""06077001900""","40.38","2017-2021","2020","Census","California (State)"
"Census Tract","06077002000","CA","06077002000","=""06077002000""","42.29","2017-2021","2020","Census","California (State)"
"Census Tract","06077002100","CA","06077002100","=""06077002100""","45.41","2017-2021","2020","Census","California (State)"
"Census Tract","06077002201","CA","06077002201","=""06077002201""","54.55","2017-2021","2020","Census","California (State)"
"Census Tract","06077002202","CA","06077002202","=""06077002202""","35.13","2017-2021","2020","Census","California (State)"
"Census Tract","06077002300","CA","06077002300","=""06077002300""","41.64","2017-2021","2020","Census","California (State)"
"Census Tract","06077002401","CA","06077002401","=""06077002401""","46.38","2017-2021","2020","Census","California (State)"
"Census Tract","06077002402","CA","06077002402","=""06077002402""","28.49","2017-2021","2020","Census","California (State)"
"Census Tract","06077002503","CA","06077002503","=""06077002503""","52.23","2017-2021","2020","Census","California (State)"
"Census Tract","06077002504","CA","06077002504","=""06077002504""","26.47","2017-2021","2020","Census","California (State)"
"Census Tract","06077002701","CA","06077002701","=""06077002701""","48.15","2017-2021","2020","Census","California (State)"
"Census Tract","06077002702","CA","06077002702","=""06077002702""","37.88","2017-2021","2020","Census","California (State)"
"Census Tract","06077002800","CA","06077002800","=""06077002800""","31.08","2017-2021","2020","Census","California (State)"
"Census Tract","06077003106","CA","06077003106","=""06077003106""","8.08","2017-2021","2020","Census","California (State)"
"Census Tract","06077003108","CA","06077003108","=""06077003108""","8.90","2017-2021","2020","Census","California (State)"
"Census Tract","06077003109","CA","06077003109","=""06077003109""","15.18","2017-2021","2020","Census","California (State)"
"Census Tract","06077003110","CA","06077003110","=""06077003110""","30.97","2017-2021","2020","Census","California (State)"
"Census Tract","06077003111","CA","06077003111","=""06077003111""","23.31","2017-2021","2020","Census","California (State)"
"Census Tract","06077003112","CA","06077003112","=""06077003112""","4.03","2017-2021","2020","Census","California (State)"
"Census Tract","06077003115","CA","06077003115","=""06077003115""","23.54","2017-2021","2020","Census","California (State)"
"Census Tract","06077003116","CA","06077003116","=""06077003116""","52.40","2017-2021","2020","Census","California (State)"
"Census Tract","06077003117","CA","06077003117","=""06077003117""","7.75","2017-2021","2020","Census","California (State)"
"Census Tract","06077003118","CA","06077003118","=""06077003118""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06077003119","CA","06077003119","=""06077003119""","7.97","2017-2021","2020","Census","California (State)"
"Census Tract","06077003203","CA","06077003203","=""06077003203""","8.62","2017-2021","2020","Census","California (State)"
"Census Tract","06077003205","CA","06077003205","=""06077003205""","14.11","2017-2021","2020","Census","California (State)"
"Census Tract","06077003209","CA","06077003209","=""06077003209""","10.21","2017-2021","2020","Census","California (State)"
"Census Tract","06077003210","CA","06077003210","=""06077003210""","10.30","2017-2021","2020","Census","California (State)"
"Census Tract","06077003213","CA","06077003213","=""06077003213""","18.38","2017-2021","2020","Census","California (State)"
"Census Tract","06077003214","CA","06077003214","=""06077003214""","5.08","2017-2021","2020","Census","California (State)"
"Census Tract","06077003215","CA","06077003215","=""06077003215""","9.70","2017-2021","2020","Census","California (State)"
"Census Tract","06077003216","CA","06077003216","=""06077003216""","27.63","2017-2021","2020","Census","California (State)"
"Census Tract","06077003217","CA","06077003217","=""06077003217""","29.83","2017-2021","2020","Census","California (State)"
"Census Tract","06077003218","CA","06077003218","=""06077003218""","29.94","2017-2021","2020","Census","California (State)"
"Census Tract","06077003219","CA","06077003219","=""06077003219""","7.10","2017-2021","2020","Census","California (State)"
"Census Tract","06077003305","CA","06077003305","=""06077003305""","14.76","2017-2021","2020","Census","California (State)"
"Census Tract","06077003306","CA","06077003306","=""06077003306""","12.94","2017-2021","2020","Census","California (State)"
"Census Tract","06077003307","CA","06077003307","=""06077003307""","18.35","2017-2021","2020","Census","California (State)"
"Census Tract","06077003308","CA","06077003308","=""06077003308""","17.83","2017-2021","2020","Census","California (State)"
"Census Tract","06077003310","CA","06077003310","=""06077003310""","24.32","2017-2021","2020","Census","California (State)"
"Census Tract","06077003311","CA","06077003311","=""06077003311""","37.22","2017-2021","2020","Census","California (State)"
"Census Tract","06077003312","CA","06077003312","=""06077003312""","56.92","2017-2021","2020","Census","California (State)"
"Census Tract","06077003313","CA","06077003313","=""06077003313""","36.60","2017-2021","2020","Census","California (State)"
"Census Tract","06077003403","CA","06077003403","=""06077003403""","41.85","2017-2021","2020","Census","California (State)"
"Census Tract","06077003404","CA","06077003404","=""06077003404""","29.44","2017-2021","2020","Census","California (State)"
"Census Tract","06077003405","CA","06077003405","=""06077003405""","26.69","2017-2021","2020","Census","California (State)"
"Census Tract","06077003406","CA","06077003406","=""06077003406""","44.83","2017-2021","2020","Census","California (State)"
"Census Tract","06077003407","CA","06077003407","=""06077003407""","30.15","2017-2021","2020","Census","California (State)"
"Census Tract","06077003409","CA","06077003409","=""06077003409""","22.06","2017-2021","2020","Census","California (State)"
"Census Tract","06077003410","CA","06077003410","=""06077003410""","18.07","2017-2021","2020","Census","California (State)"
"Census Tract","06077003501","CA","06077003501","=""06077003501""","2.32","2017-2021","2020","Census","California (State)"
